id,social_network_account_id,social_network_account_followers,code_iso,comments,like,love,haha,wow,angry,sad,shares,post_impressions,post_impressions_unique,post_consumptions,total_video_views,total
627,39416,18442043,MX,6,93,3,1,0,0,0,1,257456,173377,3120,0,3224
527,30315,3008,MX,5,24,1,0,1,0,0,0,0,0,0,0,31
516,44408,24164,CO,17,735,107,3,3,0,0,35,4539,438,408,10693,848
561,41650,15132,MX,3,18,5,0,0,0,0,2,905,591,12,0,40
507,41199,2551,CO,0,2,0,0,0,0,0,0,162,94,1,0,3
521,41199,2551,CO,0,1,0,0,0,0,0,1,292,180,5,0,7
602,48382,76527,MX,0,132,22,0,0,0,0,1,5224,4142,398,0,553
665,34125,12071,CO,0,17,2,0,0,0,0,0,1443,953,21,0,40
622,40567,261659,MX,0,35,4,0,0,0,0,1,27597,24588,288,6881,7209
510,23526,17550,CO,0,0,0,0,0,0,0,0,19019,9492,13,0,13
596,24711,37078,CO,4,393,32,0,2,0,0,3,13484,9842,725,0,1159
537,30315,3008,MX,1,13,3,0,0,0,0,3,0,0,0,0,20
617,39426,6189,CO,3,57,8,0,0,0,0,5,3264,2055,259,0,332
657,44381,2,BR,0,0,0,0,0,0,0,0,1,1,0,0,0
656,30264,36477,MX,0,11,0,0,0,0,0,0,1500,0,75,0,86
661,50518,336051,PE,32,1087,214,2,4,0,1,2,55716,40084,2121,0,3463
644,30885,32169,CO,1,14,4,0,0,0,0,0,5962,0,932,0,19
648,40404,95819,PE,10,352,59,0,0,0,0,9,17459,10455,992,2996,4418
506,23526,17550,CO,0,0,2,0,0,0,0,0,16948,8399,19,94,21
582,48516,2338858,MX,164,5627,433,3,11,1,1,142,300334,0,27030,0,6382
655,51437,1005425,PE,1691,949,127,198,15,1,3,50,270167,211367,9654,33423,46111
666,24687,7618,CO,1,47,4,0,0,0,0,0,6148,3355,87,0,139
572,47126,226747,PE,21,1620,298,1,6,0,1,2,52249,29842,633,0,2582
583,48994,15116,MX,4,117,5,0,0,0,0,13,1931,0,1931,0,139
3,26457,313305,MX,2,26,4,0,0,0,0,25,7725,5722,234,1776,2067
638,27480,434458,MX,45,1418,93,16,3,1,0,14,40123,0,0,0,1590
597,48719,61,CO,0,0,0,0,0,0,0,0,23,13,0,0,0
639,35875,1466535,CO,46,851,187,85,8,0,1,58,96031,70124,14504,0,15740
634,42061,7499,CO,2,14,2,0,0,0,0,2,1526,963,25,0,45
623,39404,45256,MX,1,60,2,0,1,0,0,5,34880,0,3139,8560,69
645,30275,229998,MX,26,9904,1330,127,14,2,3,13,197549,135033,2917,0,14336
618,24672,2152,AR,1,18,0,0,0,0,0,0,415,294,0,0,19
168,39123,20105,MX,0,20,0,0,1,0,0,4,13264,4704,53,0,78
612,37228,59969,MX,1,133,56,0,1,0,1,0,5830,4075,259,0,451
635,51437,1005425,PE,68,1243,45,51,7,1,0,291,122780,83974,1964,0,3670
628,27191,29705,MX,0,120,1,0,0,0,0,0,2686,2228,22,0,143
690,48382,76527,MX,0,11,1,0,0,0,0,0,1936,1432,13,0,25
558,29312,71448,PE,8,112,7,0,0,1,2,17,68851,39464,1665,10597,1812
672,51509,274977,CO,0,44,5,0,1,0,0,4,91827,64278,0,0,54
649,38614,1965664,PE,22,442,51,4,1,0,0,21,64204,45821,2359,10894,13794
562,30694,810571,PE,43,4864,422,20,15,5,1,20,130443,0,0,0,5390
552,47126,226747,PE,205,9730,2497,54,21,4,1,41,231638,145763,6229,0,18782
606,28613,111700,CO,17,1328,127,9,3,0,0,11,59626,44162,1698,0,3193
456,28464,107963,PE,38,319,59,139,2,0,0,0,25047,17914,1838,0,2395
509,46306,3204,CO,11,798,37,4,1,0,0,1,10461,7552,268,0,1120
633,38614,1965664,PE,40,1360,101,2,10,0,0,31,106335,77674,4267,0,5811
669,45792,7238,CO,0,3,1,0,0,0,0,0,7096,3136,13,83,100
681,42352,662378,US,160,4373,447,9,13,3,0,31,108188,75732,2082,0,5036
589,40567,261659,MX,2,156,15,1,0,0,0,2,31480,29144,5807,0,5983
675,48663,3674,CO,1,20,2,0,0,0,0,0,2744,1458,44,0,67
160,29570,607546,MX,10,50,2,0,0,0,0,4,20694,14026,675,0,741
697,50750,21560,US,0,0,0,0,0,0,0,0,0,0,0,0,0
171,39123,20105,MX,0,32,2,0,4,0,0,12,12453,4560,111,0,161
98,29570,607546,MX,9,80,9,0,0,0,0,1,26405,18765,753,0,852
100,29570,607546,MX,4,40,4,0,0,0,0,0,15287,10781,702,0,750
225,28738,343053,MX,0,19,2,0,0,0,0,2,6481,4135,783,0,806
148,29235,2187443,MX,10,40,2,17,0,0,0,2,61413,44676,3569,0,3640
319,31197,103847,CO,49,1337,236,2,36,0,1,19,33429,24355,831,0,2511
326,24141,302065,PE,0,23,2,1,0,0,0,3,12317,9290,129,974,1132
309,43003,31951,PE,22,390,55,3,12,1,0,78,60500,38597,6247,13196,20004
379,45291,1359,CO,3,14,2,0,0,0,0,0,177,143,59,0,78
433,44851,17048,DO,3,57,13,0,0,0,0,2,7259,4514,231,632,938
410,44851,17048,DO,0,22,6,0,0,0,0,0,7067,4408,42,183,253
436,44851,17048,DO,4,42,7,0,0,0,0,1,9406,5909,62,203,319
394,44851,17048,DO,0,91,32,0,0,0,0,25,15736,9399,597,2068,2813
338,43107,976284,MX,9,263,27,2,1,0,8,3,39706,24581,838,3484,1151
496,34096,8885,CO,1,29,9,0,0,0,0,2,12403,6747,58,246,345
311,32027,403501,MX,5,102,14,0,0,0,0,0,22755,13977,543,0,664
335,40026,3235921,PE,44,1570,278,3,1,0,22,212,419235,310265,8088,37544,47762
146,31053,464740,MX,0,12,0,0,0,0,0,0,8515,5228,478,0,490
484,40086,80225,MX,15,1632,618,6,0,0,0,0,22303,15542,841,0,3112
347,24141,302065,PE,129,14012,435,29,14,1,3,37,474730,423635,5206,0,19866
590,27797,214995,MX,19,354,67,0,8,0,0,0,22133,14772,605,0,1053
241,24251,180842,MX,1,115,13,0,0,0,0,0,10423,6901,366,0,495
322,41652,229388,PE,26,761,56,0,1,1,5,63,116920,89677,5477,33938,40328
243,43581,196163,MX,3,103,7,0,0,0,0,0,10757,7278,241,0,354
624,27871,34624,CO,26,530,125,10,1,0,0,0,20999,13262,1656,3309,5657
359,29257,595742,PE,847,71126,10020,734,93,7,5,184,2369999,1695591,187985,0,271001
604,40567,261659,MX,19,630,74,0,3,0,0,1,31940,26260,978,0,1705
216,40026,3235921,PE,574,27075,5218,34,49,6,649,405,1607962,1091556,59717,0,93727
358,38505,1049579,PE,774,47176,3391,213,82,10,6,125,1808671,1513629,129316,0,181093
351,34329,154937,PE,26,281,44,0,0,0,0,0,28394,21020,1023,0,1374
485,27797,214995,MX,250,3132,1054,11,12,0,175,26,78836,54237,7333,0,11993
337,27797,214995,MX,18,1105,185,78,2,1,0,2,28838,28838,865,0,2256
598,24793,14557,MX,4,114,46,0,0,0,0,2,13437,7793,149,0,315
600,45443,372257,MX,41,5436,1486,6,29,0,1,28,0,0,0,0,7027
573,24251,180842,MX,4,227,24,0,0,0,0,6,22487,14537,260,0,521
619,29529,20311,CO,10,217,50,0,1,0,0,0,3874,0,348,0,626
584,48992,31105,MX,1,93,12,0,1,0,0,13,3834,0,345,0,120
640,48148,93259,CO,0,18,5,0,1,0,0,0,12409,0,1116,0,24
512,29257,595742,PE,11,331,41,0,3,0,1,6,100403,74204,3962,0,4355
300,44066,117954,MX,7,258,29,0,2,0,0,0,14194,9340,614,0,910
498,29221,59057,PE,47,214,32,12,3,0,0,10,52293,35382,2693,6715,3011
659,34010,45097,MX,0,7,0,0,0,0,0,0,1952,0,115,0,122
281,33792,221750,MX,3,547,74,1,0,0,0,1,31422,20577,2139,11452,2765
585,48719,61,CO,0,0,0,0,0,0,0,0,29,22,0,0,0
499,45494,259145,MX,0,47,4,0,0,0,0,10,7339,5175,165,0,226
679,39088,23067,MX,0,19,2,0,0,0,0,0,603,411,55,0,76
650,23526,17550,CO,0,7,2,0,0,0,0,0,7935,4505,35,0,44
591,48384,14282,MX,2,4,1,0,0,0,0,0,2655,0,239,113,7
673,31197,103847,CO,21,257,44,39,8,0,0,0,20816,14847,365,0,734
564,39726,458592,PE,14,342,48,0,0,0,0,2,23289,15457,205,0,611
620,40567,261659,MX,0,661,67,0,2,0,0,5,19618,16695,283,0,1018
663,27797,214995,MX,17,700,210,5,20,0,0,0,22213,27389,3357,8935,13244
667,23526,17550,CO,0,2,1,0,0,0,0,0,11555,5571,9,53,65
613,42012,99708,MX,0,8,0,0,0,0,0,0,1777,1178,19,0,27
636,34058,6246,CO,6,55,14,2,0,0,0,0,3396,2164,84,0,161
523,44408,24164,CO,1,24,1,0,1,0,0,4,1592,1119,42,0,73
559,29257,595742,PE,54,1435,300,29,5,0,0,29,227320,141878,15230,42678,17082
653,33822,31752,MX,0,19,0,0,0,0,0,0,2794,1977,48,0,67
630,24726,1516877,CO,1,62,17,0,0,0,0,1,39060,0,3515,1085,81
576,41611,9878,MX,10,36,15,0,0,0,0,11,2551,1565,37,0,109
593,48382,76527,MX,0,446,6,0,0,0,0,0,8509,7459,79,0,531
625,31044,717960,PE,57,2111,141,64,11,0,1,9,132657,94701,6433,0,8827
676,28877,59316,CO,15,202,28,195,7,0,1,4,0,0,0,0,452
631,24726,1516877,CO,1,67,11,0,0,0,0,0,14472,0,1302,402,79
276,35051,314890,MX,222,6162,3071,66,8,0,12,214,430914,319766,34799,97538,44554
652,40404,95819,PE,3,258,30,0,3,0,0,4,10738,5872,682,1647,2627
574,39416,18442043,MX,1226,1293,380,559,62,80,26,47,916586,705910,55099,162525,221297
682,24687,7618,CO,3,170,113,3,0,0,0,1,8361,4425,325,0,615
691,32027,403501,MX,1,29,1,0,0,0,0,0,20883,14560,180,0,211
504,48421,2641200,US,1208,31802,2333,43,119,1,13,418,1289080,902356,38795,0,74732
670,51509,274977,CO,1,38,0,0,0,0,0,1,51300,35910,0,0,40
508,29314,293030,PE,11,120,10,0,2,0,0,0,15977,11935,503,0,646
684,38680,320816,CO,34,673,91,340,0,0,3,39,174106,0,15669,15832,32681
646,38614,1965664,PE,33,611,53,2,3,1,2,5,78479,59397,3689,0,4399
599,45443,372257,MX,50,5438,1435,5,25,1,0,24,0,0,0,0,6978
693,38680,320816,CO,3,136,24,8,0,0,0,0,45516,0,4096,5620,9887
651,28985,239389,PE,39,3999,739,19,6,2,1,9,96644,63101,3858,0,8672
533,47299,2699,CO,1,14,1,0,0,0,0,0,2408,1295,80,176,272
515,30275,229998,MX,33,631,106,10,0,2,2,3,34871,28668,2487,0,3274
534,47299,2699,CO,1,25,3,0,0,0,0,0,2502,1450,57,0,86
532,48719,61,CO,0,4,0,0,0,0,0,1,251,164,4,0,9
664,43513,800,CO,0,17,2,0,0,0,0,0,719,0,65,0,84
641,34825,338326,MX,21,291,28,3,7,0,0,3,41623,0,0,0,353
592,48382,76527,MX,0,479,35,0,0,0,0,1,14138,11890,395,0,910
677,48663,3674,CO,1,22,2,0,0,0,0,1,3189,1510,49,121,194
686,29512,43043,MX,6,149,87,1,0,0,0,1,3755,2538,108,0,352
683,24691,344907,CO,4,327,132,11,1,0,0,11,19472,0,3894,0,4380
518,31197,103847,CO,45,2682,327,5,6,0,1,6,64400,46745,874,0,3946
563,47126,226747,PE,62,3394,606,9,8,81,2,10,88240,55692,3140,0,7312
615,33822,31752,MX,0,3,2,0,3,0,0,0,1327,943,14,0,22
632,40404,95819,PE,21,1010,165,7,3,0,0,5,57393,35547,1737,0,2948
643,27480,434458,MX,170,2155,183,36,16,1,2,183,119425,0,0,112405,2746
647,40404,95819,PE,20,1534,314,4,3,0,0,4,33828,21705,780,0,2659
577,41650,15132,MX,3,31,7,0,0,0,0,3,2018,1357,33,0,77
543,29257,595742,PE,50,983,118,98,4,0,1,9,152254,101072,7249,32599,8512
528,41199,2551,CO,0,3,0,0,0,0,0,1,303,192,8,0,12
538,41199,2551,CO,0,2,0,0,0,0,0,0,138,92,2,0,4
575,43107,976284,MX,1831,2427,817,477,63,65,26,73,1150840,840299,75906,240945,322630
608,37228,59969,MX,1,78,25,0,0,0,0,0,6348,4408,129,0,233
680,44066,117954,MX,18,1206,257,1,4,0,1,0,44718,31302,4024,0,5511
626,22761,996055,CO,8,287,39,1,2,0,0,5,50357,37590,1143,0,1485
12,29570,607546,MX,10,55,4,0,0,0,0,9,50622,42110,820,8024,898
601,48384,14282,MX,0,17,3,0,0,0,0,0,0,0,0,0,20
642,27480,434458,MX,55,2105,202,22,6,2,3,23,43256,0,0,0,2418
621,39404,45256,MX,1,419,26,0,0,0,0,3,14605,0,1314,0,449
637,30885,32169,CO,9,128,45,0,0,0,0,2,6138,0,552,1040,184
565,41611,9878,MX,6,39,3,0,6,0,0,6,1444,843,36,0,96
660,24711,37078,CO,6,191,14,1,0,0,0,2,5911,4259,193,0,407
614,42012,99708,MX,0,2,1,0,0,0,0,0,1270,826,18,0,21
586,44500,140406,PE,33,227,45,2,0,0,0,4,22921,14722,994,0,1305
674,38913,7289,MX,3,926,12,1,3,0,0,10,16327,11345,177,0,1132
687,30885,32169,CO,1,55,23,0,0,0,0,1,7375,0,664,0,80
470,41632,133306,AR,1,73,4,20,0,0,0,1,14828,10757,2924,7874,3023
465,29387,900687,PE,233,4079,400,436,18,1,0,297,601818,408413,44168,117634,49632
654,42012,99708,MX,0,14,6,0,0,0,0,0,7956,5492,472,0,492
694,40086,80225,MX,0,46,16,0,0,0,0,0,1804,10111,162,0,1096
714,35875,1466535,CO,83,5361,235,967,2,2,48,953,435851,298156,14918,0,22569
699,33783,386447,CO,5,78,1,1,0,0,0,0,17515,11974,621,0,706
701,25158,35012,US,2,149,5,0,0,0,0,2,3404,2892,73,0,231
695,31197,103847,CO,36,1125,239,151,2,0,0,14,29191,19818,2284,7544,11395
706,25725,44167,CO,1,9,0,0,0,0,0,2,6346,4227,98,0,110
710,52124,11924,CO,0,25,2,1,0,0,0,0,3986,2790,0,0,28
711,34811,45078,MX,0,11,1,0,0,0,0,2,629,436,30,0,44
712,34811,45078,MX,0,12,1,0,0,0,0,5,812,551,51,0,69
692,28260,1783666,CO,160,5535,1004,275,30,1,2,66,277864,194632,5754,0,12827
718,34076,756014,MX,3,123,10,0,0,0,0,0,0,0,0,0,136
719,43938,495529,CO,11,377,8,8,0,0,0,2,6665,4283,36895,8837,46138
698,22916,418878,US,7,25,4,0,0,0,0,3,4994,3434,104,0,143
728,30885,32169,CO,1,167,66,0,0,0,0,1,6614,0,595,0,235
721,48812,1917293,MX,15,169,20,54,1,0,0,16,363527,254468,0,0,275
705,40107,22438,CO,2,37,2,0,1,0,0,24,12086,7666,544,0,610
726,50401,1919855,MX,3,44,4,0,0,0,0,11,55497,31819,1360,0,1422
700,44408,24164,CO,2,22,5,0,0,0,0,4,3612,2313,118,0,151
685,43938,495529,CO,53,1672,215,8,0,1,1,3,27059,19710,865,0,2818
702,24804,15679,CO,2,58,6,3,1,0,0,28,14621,9098,894,0,992
707,50518,336051,PE,34,675,150,3,12,2,0,2,35819,23947,3576,0,4454
709,52124,11924,CO,0,150,61,4,0,0,0,0,2227,1558,0,0,215
678,27191,29705,MX,4,154,6,0,0,0,0,1,4412,3708,111,0,276
689,42012,99708,MX,6,631,176,6,2,0,1,0,29704,22682,600,0,1422
696,35051,314890,MX,64,6454,3817,246,5,3,4,88,187627,126659,7841,0,18522
723,29257,595742,PE,18,349,49,1,4,0,0,7,70432,48349,1881,16523,18832
611,50401,1919855,MX,4487,12108,2327,15438,66,32,27,11528,38915590,9515364,975629,2393782,3415424
713,30885,32169,CO,8,228,72,2,0,0,0,6,28932,0,2604,0,316
720,27664,19245,CO,12,212,37,2,0,0,0,1,15276,8185,266,0,530
703,24687,7618,CO,2,49,1,1,0,0,0,16,4224,2719,95,0,164
688,32027,403501,MX,9,327,102,0,2,0,0,2,26909,16357,469,0,911
715,45439,33105,MX,0,32,14,0,0,0,0,0,12738,8916,0,0,46
704,30275,229998,MX,29,387,71,17,2,0,0,10,282201,162062,6791,0,7307
658,34950,121893,PE,27,826,64,2,1,0,0,5,26588,17428,732,0,1657
722,43107,976284,MX,10,89,6,30,0,24,0,0,37667,28497,793,0,952
729,47126,226747,PE,17,713,246,2,1,1,0,5,46915,30414,1919,11737,14641
717,35860,8151,CO,0,126,7,0,0,0,0,0,5024,3316,640,0,773
716,35860,8151,CO,0,124,10,0,0,0,0,0,4135,3216,530,0,664
724,40354,3968290,MX,17,394,56,6,3,0,0,14,684889,479422,0,0,490
746,30885,32169,CO,1,125,37,0,1,0,0,2,6614,0,595,0,166
733,31053,464740,MX,2,14,4,2,0,0,0,8,16503,11962,179,0,201
745,47126,226747,PE,18,647,164,2,12,0,0,64,103413,69615,6830,19126,26863
751,25757,314620,CO,8,93,5,12,0,0,0,4,59777,41843,0,0,122
725,33252,2091353,MX,10,164,6,21,0,1,0,1,45499,33506,970,0,1173
739,22650,7119,CO,0,0,0,0,0,0,0,0,7293,5355,12,0,12
727,30769,486520,PE,29,381,48,2,9,0,2,91,110288,73509,6535,19688,26785
741,27664,19245,CO,8,99,17,0,0,0,0,0,9791,6620,92,0,216
737,48516,2338858,MX,8,670,74,10,5,0,0,9,31221,11313,1455,1043,2214
742,24701,195478,CO,5,237,16,38,0,0,0,5,49025,32456,4532,0,4833
749,43513,800,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
738,52729,2091602,MX,3,40,9,0,0,0,0,2,4473,821,106,121,155
744,31990,914714,MX,170,3800,1239,33,74,4,6,7,200763,140534,18069,0,5333
740,35875,1466535,CO,34,1449,107,1339,8,0,7,14,231325,167713,12705,0,15663
734,36332,191970,MX,2,110,13,1,0,1,1,21,67326,47128,2042,0,2191
750,24613,352596,MX,8,17,8,0,0,0,0,0,5452,2969,545,0,0
747,30885,32169,CO,7,64,21,0,0,0,0,2,2480,0,223,0,94
736,35837,1468492,MX,3,32,6,0,0,0,0,1,3474,589,76,108,114
735,29257,595742,PE,1880,18773,23307,162,119,4,120,1346,3765800,1628940,372064,555815,973590
708,35875,1466535,CO,98,1467,563,229,1,5,1,266,222888,155688,12694,0,15324
668,30885,32169,CO,5,62,16,0,0,0,0,5,27687,0,2492,0,88
730,31049,379699,PE,37,870,209,70,1,0,0,18,164091,104291,10082,32387,43674
748,31044,717960,PE,286,2879,352,31,7,2,0,13,340417,213209,18192,0,21762
731,38751,54214,US,9,959,16,0,0,0,0,5,8226,5439,355,0,1344
743,30275,229998,MX,12,195,45,1,4,0,0,9,141880,104197,818,0,1084
732,38614,1965664,PE,40,714,70,1,2,0,1,15,173565,119581,5745,41515,48103
